Order-Id,Item-id,Product-Id,Quantity,Sales-Id,Customer-Id,Sales-Price-Per-Prod
250,250,8,24,1,20,122
251,251,17,7,4,19,195
252,252,12,6,1,7,78
253,253,0,17,3,1,123
254,254,10,14,2,22,89
255,255,2,1,3,14,214
256,256,11,3,8,13,95
257,257,9,9,3,3,88
258,258,10,0,8,15,142
259,259,9,13,1,16,56
260,260,17,29,7,18,190
261,261,3,17,1,0,177
262,262,16,29,4,26,158
263,263,10,28,7,3,102
264,264,5,22,4,23,118
265,265,5,28,6,28,109
266,266,2,26,8,7,204
267,267,7,15,4,18,145
268,268,7,24,6,11,129
269,269,8,11,7,20,189
270,270,18,0,3,9,99
271,271,16,7,8,0,148
272,272,4,28,8,16,134
273,273,12,2,8,9,106
274,274,3,9,4,29,169
275,275,14,19,1,18,199
276,276,2,29,0,10,203
277,277,12,24,1,6,94
278,278,5,15,5,4,100
279,279,0,10,5,10,123
280,280,16,12,6,9,151
281,281,5,15,7,3,133
282,282,10,24,1,3,128
283,283,17,29,8,20,189
284,284,2,6,9,29,219
285,285,14,3,8,16,192
286,286,17,17,4,2,186
287,287,5,26,1,22,98
288,288,10,25,5,4,135
289,289,10,23,4,3,126
290,290,1,5,7,27,212
291,291,13,29,7,0,91
292,292,19,2,0,9,102
293,293,7,23,5,18,150
294,294,7,11,2,21,125
295,295,17,10,2,23,184
296,296,8,14,9,27,172
297,297,6,22,1,20,71
298,298,9,2,1,0,101
299,299,3,22,2,13,193
300,300,19,6,5,11,93
301,301,9,12,1,19,90
302,302,0,5,0,7,119
303,303,3,9,7,26,212
304,304,0,10,0,17,119
305,305,10,25,7,2,103
306,306,11,3,6,2,135
307,307,11,14,1,26,141
308,308,0,2,9,27,121
309,309,1,17,8,14,156
310,310,5,11,6,16,140
311,311,11,15,1,13,125
312,312,18,6,7,27,91
313,313,5,23,6,9,134
314,314,12,18,6,9,106
315,315,5,11,4,7,115
316,316,4,4,6,25,187
317,317,19,1,8,24,95
318,318,3,25,2,7,212
319,319,0,28,6,25,119
320,320,13,4,2,16,118
321,321,4,21,0,4,172
322,322,10,21,8,27,114
323,323,11,4,6,14,102
324,324,19,8,3,15,73
325,325,5,0,8,24,95
326,326,14,25,3,0,199
327,327,7,0,5,29,147
328,328,12,6,4,11,89
329,329,17,16,5,26,197
330,330,4,26,2,3,158
331,331,13,21,6,0,134
332,332,17,1,1,27,183
333,333,7,7,7,19,164
334,334,19,11,3,16,103
335,335,16,8,3,26,150
336,336,6,22,7,4,77
337,337,19,9,0,4,114
338,338,2,24,0,28,201
339,339,3,28,1,16,197
340,340,2,19,2,28,199
341,341,4,5,1,25,164
342,342,12,19,8,19,96
343,343,15,6,2,18,212
344,344,11,12,8,13,124
345,345,8,17,8,24,110
346,346,11,3,5,24,139
347,347,18,19,2,15,99
348,348,15,26,1,26,211
349,349,3,14,7,7,198
350,350,0,8,2,17,119
351,351,4,7,6,26,159
352,352,14,7,6,0,184
353,353,13,8,0,28,146
354,354,16,21,7,16,148
355,355,6,1,4,23,44
356,356,12,11,4,14,99
357,357,15,18,8,20,208
358,358,1,2,5,22,187
359,359,10,10,9,2,99
360,360,3,23,2,11,199
361,361,17,3,1,9,187
362,362,12,24,7,28,79
363,363,17,29,0,19,184
364,364,10,11,6,22,90
365,365,19,24,1,10,114
366,366,7,24,6,5,121
367,367,8,17,6,8,119
368,368,5,19,7,26,127
369,369,10,14,0,29,144
370,370,16,21,7,7,149
371,371,14,24,0,4,193
372,372,8,7,3,0,137
373,373,10,29,9,21,106
374,374,12,6,5,28,103
375,375,19,13,3,5,112
376,376,6,5,6,13,65
377,377,18,12,8,12,85
378,378,2,19,8,4,204
379,379,11,15,2,23,124
380,380,11,12,4,7,123
381,381,4,2,5,15,177
382,382,12,29,9,25,94
383,383,13,12,7,0,114
384,384,3,12,0,20,204
385,385,19,18,4,2,111
386,386,8,29,7,28,142
387,387,19,10,4,18,94
388,388,3,24,9,12,172
389,389,10,0,7,6,93
390,390,8,24,8,27,184
391,391,7,1,4,19,151
392,392,3,1,7,18,185
393,393,3,13,0,0,167
394,394,19,8,3,17,81
395,395,0,29,0,23,119
396,396,14,12,5,11,178
397,397,13,9,5,19,103
398,398,5,19,7,15,138
399,399,3,29,0,12,177
400,400,9,16,9,29,64
401,401,15,15,4,9,211
402,402,14,6,7,15,180
403,403,9,3,4,17,78
404,404,17,15,4,6,184
405,405,11,15,3,0,96
406,406,3,25,4,10,173
407,407,2,12,0,21,210
408,408,16,0,2,3,152
409,409,8,18,1,14,206
410,410,2,10,3,25,219
411,411,16,8,7,24,156
412,412,16,4,7,20,154
413,413,4,18,1,12,170
414,414,7,1,6,14,166
415,415,15,23,7,21,217
416,416,15,2,5,5,193
417,417,0,0,1,13,120
418,418,9,17,8,8,91
419,419,17,8,2,10,205
420,420,8,0,4,6,159
421,421,10,20,7,16,140
422,422,3,24,7,8,176
423,423,17,4,8,2,204
424,424,7,17,6,23,144
425,425,17,3,4,17,190
426,426,1,26,7,2,204
427,427,13,4,8,22,115
428,428,0,19,3,13,122
429,429,16,3,5,27,149
430,430,3,22,5,14,186
431,431,5,23,4,7,111
432,432,6,7,2,6,64
433,433,3,8,5,3,168
434,434,19,21,6,29,114
435,435,0,13,4,11,122
436,436,11,6,0,19,95
437,437,18,24,9,19,75
438,438,16,14,8,28,155
439,439,13,14,4,8,98
440,440,4,7,3,10,160
441,441,0,16,6,29,123
442,442,7,1,8,15,144
443,443,14,7,9,17,196
444,444,5,23,0,22,126
445,445,19,28,5,22,103
446,446,14,6,8,16,192
447,447,6,2,7,6,81
448,448,19,22,0,9,80
449,449,14,14,0,22,181
450,450,8,8,8,2,172
451,451,1,17,3,20,196
452,452,11,25,8,10,135
453,453,14,1,9,16,191
454,454,18,6,3,12,70
455,455,6,15,6,8,82
456,456,8,4,9,28,181
457,457,1,13,4,10,209
458,458,9,2,1,25,89
459,459,4,29,7,16,190
460,460,18,14,2,5,84
461,461,5,6,0,9,100
462,462,6,12,3,2,46
463,463,6,26,4,7,52
464,464,4,17,7,22,150
465,465,4,15,7,25,130
466,466,16,7,1,21,154
467,467,10,4,3,21,120
468,468,12,26,8,20,78
469,469,4,18,8,25,132
470,470,14,27,3,18,184
471,471,17,24,7,0,185
472,472,10,9,6,6,147
473,473,16,8,6,25,161
474,474,4,28,2,23,145
475,475,4,29,8,20,181
476,476,3,6,3,19,183
477,477,11,9,1,1,131
478,478,15,26,5,14,213
479,479,10,21,7,28,98
480,480,5,10,8,19,108
481,481,8,20,2,3,208
482,482,12,23,4,22,108
483,483,14,22,4,4,184
484,484,12,11,4,11,81
485,485,7,26,5,22,167
486,486,6,16,9,23,79
487,487,13,5,4,5,114
488,488,4,16,3,2,153
489,489,9,16,7,28,83
490,490,8,17,3,1,203
491,491,14,24,8,22,187
492,492,14,17,8,18,181
493,493,12,20,2,7,99
494,494,18,26,5,22,93
495,495,6,19,0,3,44
496,496,0,21,1,2,120
497,497,4,8,5,26,180
498,498,1,25,4,25,173
499,499,3,13,7,16,212
500,500,9,28,6,11,67
501,501,1,10,3,14,227
502,502,15,10,9,11,193
503,503,8,26,7,0,120
504,504,10,15,9,29,140
505,505,18,5,4,28,59
506,506,1,15,4,5,167
507,507,11,0,5,6,115
508,508,14,20,0,29,183
509,509,6,24,3,25,45
510,510,19,17,5,21,82
511,511,3,12,9,3,215
512,512,11,25,7,16,96
513,513,7,28,9,0,127
514,514,2,12,3,17,219
515,515,4,15,2,6,179
516,516,18,24,4,0,80
517,517,4,0,6,6,153
518,518,5,12,9,8,110
519,519,2,6,0,23,219
520,520,17,20,9,21,190
521,521,11,22,8,12,128
522,522,18,19,8,1,61
523,523,7,13,6,4,134
524,524,9,21,0,6,51
525,525,4,8,7,18,188
526,526,0,18,2,29,120
527,527,13,1,7,1,113
528,528,17,0,5,21,194
529,529,13,7,4,29,134
530,530,5,17,1,2,127
531,531,19,21,9,25,91
532,532,14,27,7,19,190
533,533,0,14,2,15,123
534,534,14,24,5,2,198
535,535,11,16,1,24,114
536,536,0,26,5,1,119
537,537,4,15,4,25,135
538,538,19,2,0,16,101
539,539,2,10,7,11,218
540,540,2,17,5,0,206
541,541,16,12,1,8,153
542,542,14,28,2,7,185
543,543,8,27,2,26,123
544,544,1,26,0,14,196
545,545,5,10,0,27,112
546,546,1,28,7,17,181
547,547,8,18,0,13,198
548,548,18,24,5,11,76
549,549,6,14,3,12,49
550,550,0,6,3,24,119
551,551,4,16,9,22,192
552,552,18,27,2,9,90
553,553,2,26,8,16,205
554,554,13,20,8,3,105
555,555,1,4,1,12,160
556,556,14,10,9,28,199
557,557,18,27,6,23,56
558,558,10,21,7,0,126
559,559,2,7,7,28,215
560,560,8,24,9,15,156
561,561,17,18,4,20,205
562,562,13,4,5,16,108
563,563,3,16,4,11,207
564,564,10,11,0,27,155
565,565,14,29,1,20,183
566,566,18,2,0,9,70
567,567,14,22,5,15,198
568,568,1,18,2,26,186
569,569,5,24,7,25,113
570,570,6,11,6,18,42
571,571,2,6,1,12,204
572,572,19,7,4,25,106
573,573,7,7,3,4,164
574,574,13,14,4,27,91
575,575,19,10,8,13,73
576,576,5,20,5,26,95
577,577,3,6,9,9,206
578,578,6,7,0,6,85
579,579,13,29,8,27,108
580,580,4,22,8,5,190
581,581,9,17,7,22,46
582,582,19,4,9,28,112
583,583,17,26,5,10,196
584,584,0,10,3,17,123
585,585,2,0,7,19,215
586,586,0,25,9,21,119
587,587,11,22,0,1,135
588,588,19,28,5,7,113
589,589,18,11,3,21,63
590,590,5,3,2,22,133
591,591,11,12,8,18,105
592,592,8,22,3,3,170
593,593,19,5,7,6,92
594,594,16,14,3,13,148
595,595,15,17,1,3,204
596,596,18,6,7,10,79
597,597,15,11,0,17,206
598,598,17,22,7,22,186
599,599,9,15,7,27,67
600,600,1,4,7,5,189
601,601,18,4,0,26,98
602,602,9,16,7,23,104
603,603,13,17,7,24,96
604,604,0,20,9,13,119
605,605,5,12,5,3,106
606,606,6,15,7,20,67
607,607,10,6,4,12,150
608,608,1,24,5,19,160
609,609,2,4,2,7,209
610,610,12,29,3,12,85
611,611,4,23,3,29,161
612,612,16,10,1,19,151
613,613,17,12,5,1,196
614,614,14,19,3,4,185
615,615,15,22,0,13,217
616,616,2,19,1,29,216
617,617,8,6,2,19,183
618,618,9,5,7,25,96
619,619,18,4,0,0,99
620,620,18,19,4,3,69
621,621,19,12,5,5,107
622,622,2,6,3,11,216
623,623,14,18,9,0,192
624,624,13,15,1,13,134
625,625,4,14,2,7,172
626,626,3,10,9,18,215
627,627,2,13,8,6,213
628,628,6,3,1,29,51
629,629,10,13,1,27,117
630,630,14,10,8,6,182
631,631,7,10,3,4,144
632,632,14,23,8,20,183
633,633,1,4,6,8,196
634,634,17,9,8,10,196
635,635,2,14,4,20,214
636,636,14,9,3,17,185
637,637,18,6,6,3,75
638,638,6,17,0,14,58
639,639,19,24,2,16,80
640,640,16,20,6,3,160
641,641,9,18,3,18,75
642,642,8,27,8,4,112
643,643,4,26,1,21,159
644,644,1,19,3,28,191
645,645,13,15,9,23,103
646,646,6,20,3,17,41
647,647,15,19,5,29,218
648,648,0,22,9,11,122
649,649,10,28,1,13,97
650,650,4,8,6,17,170
651,651,12,7,9,0,98
652,652,16,4,6,11,147
653,653,10,5,8,6,151
654,654,15,5,9,10,211
655,655,13,28,0,15,141
656,656,3,11,7,3,175
657,657,6,13,7,19,85
658,658,9,4,1,13,77
659,659,12,10,3,19,86
660,660,18,29,8,26,82
661,661,8,23,1,22,125
662,662,5,3,9,23,114
663,663,14,5,5,4,190
664,664,2,17,8,18,217
665,665,4,7,6,10,191
666,666,13,9,7,2,98
667,667,10,1,7,6,136
668,668,17,28,4,20,205
669,669,11,14,4,17,111
670,670,14,15,7,4,184
671,671,4,3,8,1,170
672,672,7,0,9,16,123
673,673,12,20,3,9,103
674,674,18,29,9,28,63
675,675,5,12,9,28,136
676,676,8,21,6,11,187
677,677,9,7,2,12,82
678,678,1,1,8,2,171
679,679,9,6,4,14,105
680,680,18,5,1,29,83
681,681,14,28,4,22,189
682,682,14,29,2,12,186
683,683,5,21,4,14,101
684,684,13,4,0,21,119
685,685,11,24,3,7,105
686,686,9,17,5,4,90
687,687,10,4,5,19,109
688,688,2,9,8,1,204
689,689,19,5,1,18,116
690,690,14,3,2,24,192
691,691,1,14,7,5,193
692,692,2,5,0,24,207
693,693,5,4,2,7,128
694,694,17,19,9,17,184
695,695,1,16,0,1,178
696,696,16,12,2,2,155
697,697,17,1,2,3,193
698,698,18,26,6,22,57
699,699,16,6,4,27,155
700,700,13,27,9,23,87
701,701,12,5,7,29,94
702,702,4,11,1,13,163
703,703,6,8,0,2,79
704,704,4,5,6,1,159
705,705,11,3,2,16,121
706,706,17,0,0,24,200
707,707,16,11,6,28,154
708,708,17,26,4,3,205
709,709,11,0,2,3,91
710,710,4,4,6,17,183
711,711,13,20,3,22,96
712,712,9,21,9,27,50
713,713,11,20,1,8,93
714,714,3,28,3,22,206
715,715,11,14,0,23,100
716,716,0,10,6,17,119
717,717,5,25,5,17,103
718,718,5,10,3,9,111
719,719,14,18,3,9,196
720,720,7,20,1,14,156
721,721,9,9,1,4,84
722,722,8,10,1,24,113
723,723,15,20,3,29,178
724,724,17,6,9,14,184
725,725,8,23,6,18,136
726,726,4,21,1,22,174
727,727,3,18,7,19,214
728,728,12,11,7,11,80
729,729,10,14,5,1,136
730,730,7,20,1,29,166
731,731,9,4,6,20,93
732,732,9,7,2,27,64
733,733,9,10,6,5,58
734,734,2,19,3,10,208
735,735,5,20,4,5,125
736,736,1,14,1,29,196
737,737,6,6,1,29,60
738,738,17,29,5,3,196
739,739,13,16,6,26,90
740,740,16,15,3,23,148
741,741,9,23,1,9,79
742,742,0,10,4,27,122
743,743,11,4,6,13,113
744,744,0,24,0,9,123
745,745,9,16,8,9,82
746,746,18,7,2,1,85
747,747,9,4,8,4,47
748,748,3,8,9,4,190
749,749,1,7,4,23,217
750,750,17,7,2,17,184
751,751,5,21,6,0,92
752,752,17,2,5,24,193
753,753,10,9,1,19,99
754,754,8,23,8,5,202
755,755,7,21,0,0,119
756,756,4,27,6,29,160
757,757,14,21,1,19,194
758,758,13,28,6,10,114
759,759,2,12,6,26,206
760,760,2,4,7,16,215
761,761,14,9,2,21,183
762,762,5,8,1,12,112
763,763,15,7,4,2,186
764,764,19,12,2,0,94
765,765,9,22,1,18,92
766,766,18,3,1,5,81
767,767,9,29,9,0,85
768,768,2,22,5,26,216
769,769,10,23,8,4,120
770,770,19,8,5,11,80
771,771,6,0,6,27,58
772,772,13,28,1,1,146
773,773,4,18,1,6,130
774,774,3,7,1,3,165
775,775,11,29,0,21,130
776,776,7,20,6,11,158
777,777,16,18,6,20,147
778,778,3,17,0,0,180
779,779,16,27,2,9,160
780,780,16,26,5,1,151
781,781,10,18,7,27,132
782,782,11,23,5,7,135
783,783,19,13,8,16,95
784,784,13,12,6,14,138
785,785,1,26,6,7,156
786,786,1,10,9,3,224
787,787,15,23,5,20,186
788,788,15,29,7,16,208
789,789,11,17,8,7,101
790,790,8,24,4,19,199
791,791,8,1,3,13,175
792,792,15,7,4,23,217
793,793,9,11,2,26,43
794,794,7,20,1,0,140
795,795,13,10,3,6,92
796,796,13,8,7,21,134
797,797,17,28,6,5,191
798,798,14,16,6,25,199
799,799,18,4,8,21,64
800,800,17,26,1,5,202
801,801,13,27,5,28,86
802,802,7,3,9,12,146
803,803,13,20,7,18,112
804,804,3,19,1,2,189
805,805,7,8,5,2,146
806,806,15,18,7,27,180
807,807,1,7,7,0,191
808,808,18,28,1,12,55
809,809,0,12,5,16,122
810,810,15,2,4,7,185
811,811,14,21,2,19,195
812,812,8,14,1,12,132
813,813,9,9,1,24,53
814,814,10,25,6,7,150
815,815,16,23,5,15,152
816,816,5,25,3,29,129
817,817,6,3,4,16,46
818,818,9,10,5,6,96
819,819,6,18,4,10,47
820,820,10,12,9,11,105
821,821,2,28,5,23,208
822,822,1,14,3,19,171
823,823,18,10,0,2,102
824,824,2,6,7,19,205
825,825,4,16,4,16,172
826,826,10,27,5,20,103
827,827,0,4,3,19,120
828,828,3,13,8,19,179
829,829,16,9,3,0,150
830,830,17,0,0,21,197
831,831,8,5,1,4,144
832,832,16,24,8,19,151
833,833,1,20,5,24,232
834,834,4,29,4,29,169
835,835,10,24,8,15,153
836,836,11,8,3,15,134
837,837,19,19,1,13,119
838,838,14,26,4,2,182
839,839,4,18,5,24,175
840,840,14,1,2,20,194
841,841,1,17,8,17,161
842,842,18,3,1,5,100
843,843,19,21,4,22,112
844,844,6,7,9,9,53
845,845,18,26,4,10,89
846,846,1,14,1,11,156
847,847,12,12,1,24,96
848,848,3,19,6,24,175
849,849,6,2,9,4,82
850,850,4,0,2,29,149
851,851,1,1,6,16,170
852,852,13,20,4,29,93
853,853,8,13,3,7,194
854,854,16,9,6,26,155
855,855,8,0,5,10,181
856,856,0,17,9,8,120
857,857,9,11,1,19,89
858,858,5,13,7,1,129
859,859,11,13,8,28,100
860,860,3,6,2,25,201
861,861,16,4,4,9,146
862,862,10,20,2,9,98
863,863,11,10,9,21,119
864,864,10,24,1,26,144
865,865,1,26,6,23,171
866,866,7,16,3,26,160
867,867,12,10,7,28,103
868,868,17,19,2,29,201
869,869,12,4,9,16,106
870,870,9,11,7,17,90
871,871,14,0,9,4,183
872,872,18,10,5,19,94
873,873,12,5,0,16,104
874,874,19,13,2,10,112
875,875,2,29,6,3,216
876,876,12,28,9,18,87
877,877,17,12,0,7,194
878,878,2,15,1,29,213
879,879,2,28,1,26,212
880,880,11,15,6,10,104
881,881,7,24,7,0,140
882,882,3,16,4,8,187
883,883,7,25,2,7,121
884,884,15,12,8,9,211
885,885,8,19,1,23,173
886,886,5,26,0,2,125
887,887,2,29,7,5,217
888,888,4,24,6,11,158
889,889,6,23,7,12,39
890,890,9,6,0,19,90
891,891,15,26,7,28,178
892,892,3,6,9,22,208
893,893,14,2,3,28,183
894,894,19,27,5,14,112
895,895,19,4,7,25,96
896,896,7,19,5,7,121
897,897,5,10,5,3,112
898,898,15,0,8,17,178
899,899,15,11,9,10,201
900,900,13,23,1,1,95
901,901,5,21,5,6,105
902,902,5,8,3,10,107
903,903,2,17,7,28,209
904,904,14,2,5,9,193
905,905,0,29,8,0,121
906,906,19,5,3,2,118
907,907,11,22,3,16,117
908,908,16,12,7,29,155
909,909,1,29,8,26,227
910,910,15,22,9,15,214
911,911,8,19,2,19,199
912,912,19,0,5,1,103
913,913,11,19,0,0,115
914,914,5,11,0,5,100
915,915,16,19,4,29,155
916,916,17,12,9,18,200
917,917,3,21,7,14,202
918,918,8,28,1,23,134
919,919,16,4,4,18,156
920,920,10,29,0,28,126
921,921,10,12,9,0,147
922,922,6,20,3,12,86
923,923,3,13,0,18,212
924,924,9,16,8,12,65
925,925,1,14,6,12,173
926,926,10,8,2,29,119
927,927,3,19,0,10,198
928,928,8,23,9,6,194
929,929,9,24,4,10,91
930,930,9,7,7,19,67
931,931,0,14,5,2,123
932,932,18,29,6,25,93
933,933,15,5,3,15,191
934,934,1,25,3,4,185
935,935,3,1,5,15,191
936,936,7,29,3,21,156
937,937,1,15,3,25,206
938,938,5,10,6,8,129
939,939,19,29,4,2,100
940,940,7,15,1,22,153
941,941,11,6,0,8,92
942,942,10,14,5,27,131
943,943,8,7,0,26,151
944,944,1,27,8,8,189
945,945,9,25,1,11,45
946,946,3,22,1,13,175
947,947,5,23,3,5,109
948,948,19,17,6,17,95
949,949,5,9,5,18,129
950,950,17,18,1,1,185
951,951,10,25,2,19,158
952,952,10,28,6,0,122
953,953,9,13,6,7,87
954,954,19,10,8,16,119
955,955,3,3,1,21,195
956,956,6,12,4,20,78
957,957,19,17,1,6,112
958,958,17,19,8,12,201
959,959,9,14,8,29,47
960,960,0,6,1,12,120
961,961,2,1,1,4,212
962,962,4,17,9,10,146
963,963,10,0,1,20,159
964,964,1,13,4,6,168
965,965,2,23,2,15,219
966,966,0,0,3,4,120
967,967,2,28,2,3,208
968,968,0,6,4,25,120
969,969,11,0,9,23,117
970,970,18,12,8,17,57
971,971,1,24,5,15,190
972,972,5,17,9,10,109
973,973,10,6,7,23,128
974,974,10,12,0,13,118
975,975,12,13,9,4,83
976,976,0,4,4,11,119
977,977,17,6,6,16,201
978,978,13,27,3,26,99
979,979,17,7,0,15,193
980,980,12,1,9,11,108
981,981,14,12,4,0,178
982,982,12,27,3,21,108
983,983,16,20,2,1,151
984,984,8,4,3,10,135
985,985,19,6,8,4,106
986,986,16,22,3,12,148
987,987,4,10,4,16,131
988,988,1,2,7,11,174
989,989,13,25,7,24,88
990,990,7,29,3,2,152
991,991,11,4,3,14,95
